监测时间,WS0202,WS0203,WS0204,WS0205,WS0206,WS0207,WS0208
2021/5/3,13.3,67.2,7.9,126.4,82.1,15.5,18
2021/5/4,12.7,67.7,8,128.5,82.5,15.6,18.6
2021/5/5,12.7,67.3,7.5,128.7,82.4,15.2,18.6
2021/5/6,12.8,67.8,7.9,128.6,82.9,15.8,18.6
2021/5/7,12.3,67.6,8.1,128.3,82.8,15.9,19
2021/5/8,12.3,67.4,8.1,128,83.2,15.8,19.1
2021/5/9,12.3,67.7,7.9,127.1,83.1,15.9,18.7
2021/5/10,12.8,67.1,7.7,126.4,82.7,15.7,18.2
2021/5/11,12.9,67.0,7.9,126.6,82.6,15.3,18
2021/5/12,12.8,67.1,7.6,126.6,82.3,15.7,18
2021/5/13,12.6,67.1,7.7,127.1,82.6,16.3,18.6
2021/5/14,12.7,67.2,7.4,126.8,82.1,15.6,18.6
2021/5/15,12.4,67.6,7.9,128,83.4,16.5,18.6
2021/5/16,12,68.3,8.2,130.4,84.1,15.9,19
2021/5/17,11.9,68.8,7.8,131.6,84.5,16.3,19.1
2021/5/18,12,68.7,7.6,131.8,84.2,16.3,19.3
2021/5/19,12.3,69.0,7.5,131.3,84.4,16,19.6
2021/5/20,12.5,68.9,7.7,130.8,84,15.3,19.5
2021/5/21,12.6,68.8,7.7,130.2,84,15.3,19.4
2021/5/22,12.2,69.0,7.9,130.2,84.3,15.5,19.3
2021/5/23,12,69.1,8.5,129.6,84.2,15.9,19.4
2021/5/24,12.3,68.5,7.9,129.2,84,16.3,19.6
2021/5/25,12.3,68.3,7.3,128.8,84,16.4,19.6
2021/5/26,12,68.9,8.3,129.2,84.6,16,19.7
2021/5/27,11.9,69.5,8.3,130,84.9,15.9,19.6
2021/5/28,12.2,69.2,8.3,129.6,84.6,15.7,19.4
2021/5/29,12.6,69.5,8.5,128.2,84.4,16.2,19.3
2021/5/30,12.4,69.6,8.2,127.9,84,15.5,18.8
2021/5/31,12.7,69.7,7.9,127.5,84,15.7,18.8
2021/6/1,12.6,69.8,7.8,127.3,84.1,15.7,19.2
2021/6/2,12.8,69.6,8.5,127.1,84.1,15.9,19.1
2021/6/3,12.6,69.5,8.5,127.2,84.4,16.2,19.3
2021/6/4,12.3,69.9,8.4,127.4,84.6,16.4,19.3
2021/6/5,12.2,70.3,8.3,126.9,84.7,15.8,18.7
2021/6/6,12.8,70.0,8.1,125.6,83.7,15.3,18.5
2021/6/7,13.1,70.1,7.8,125.3,83.6,15.5,18.5
2021/6/8,13.4,69.9,7.5,124.8,83.4,15.6,18.3
2021/6/9,13.4,70.4,7.5,124.4,83.3,15.8,19.1
2021/6/10,13.1,70.2,7.6,124.5,83.8,16.1,20
2021/6/11,12.7,70.1,8,124.5,83.7,15.9,18.7
2021/6/12,12.7,69.5,7.8,124,83.2,16,18.6
2021/6/13,12.9,69.1,7.4,123.8,83.3,16,19.1
2021/6/14,12.6,69.8,7.5,123.9,83.7,15.8,18.7
2021/6/15,12.8,70.4,8,124,83.8,15.1,17.9
2021/6/16,13.1,70.7,7.7,123.6,83.2,15.2,17.3
2021/6/17,13.6,70.9,7.1,123.4,82.3,14.7,17
2021/6/18,13.8,69.9,7.4,123.1,82,15.1,17.5
2021/6/19,12.8,69.9,7.7,124.1,83.2,15.3,18.3
2021/6/20,12.7,70.0,7.9,127.8,83.6,15.2,18.5
2021/6/21,12.6,69.5,7.9,130.1,83.8,14.8,18.7
2021/6/22,12.5,70.3,7.8,131.6,84,15.9,19.2
2021/6/23,13,69.8,8,131.7,83.7,15.1,18.3
2021/6/24,13.2,70.5,8,131.6,83.5,14.4,18.3
2021/6/25,13.3,70.6,7.3,130.9,83.4,15.1,18.5
2021/6/26,13.3,70.4,7.3,130.9,83.4,15.2,18.6
2021/6/27,13.7,70.3,6.9,130.4,83.1,15.3,18.6
2021/6/28,13.7,70.5,7.5,130.8,83.3,15.2,19
2021/6/29,14,70.2,7.4,130.1,82.8,14.6,18.1
2021/6/30,14.6,70.7,7.5,129.2,82.4,14.6,17.8
2021/7/1,14.9,71.5,7.7,129.3,82.8,14.1,18.3
2021/7/2,14.9,71.1,7.9,128.9,82.5,14.3,18.6
2021/7/3,14.2,71.4,8,128.8,82.7,14.9,18
2021/7/4,13.9,71.5,7.7,129.2,83.1,15.4,18
2021/7/5,13.5,71.8,8.3,129.5,83.4,15.6,18.3
2021/7/6,13,71.4,7.9,130.4,83.6,15.8,18.9
2021/7/7,12.6,71.5,8.1,134.4,84.5,16,19.6
2021/7/8,12.3,73.0,7.9,138.1,85.1,16.1,20.3
2021/7/9,12.3,73.2,8.2,138.9,85.1,16.4,20.6
2021/7/10,12.6,73.0,7.8,138.3,84.8,16.4,20.3
2021/7/11,12.8,72.7,7.5,138,84.8,16.6,20.3
2021/7/12,12,73.2,7.9,138.5,85.7,17.2,20.7
2021/7/13,12.5,73.2,7.6,138.3,85,15.7,20.1
2021/7/14,13.2,73.5,7.7,137.9,84.5,14.8,18.8
2021/7/15,13.8,73.4,7.8,137.1,84,14.5,18.4
2021/7/16,13.7,73.4,7.8,136.4,84.3,15.3,19.3
2021/7/17,13.8,73.9,7.8,135.7,83.8,15.4,19.2
2021/7/18,13.7,74.3,8,134.6,83.8,15.1,18.5
2021/7/19,14.4,74.9,7.8,134.2,83.4,14.9,19.1
2021/7/20,14.3,75.2,7.9,134.7,83.7,15.2,19.4
2021/7/21,13.5,75.2,7.6,133.3,83.6,15.9,19.1
2021/7/22,13.4,75.0,7.9,134.2,83.3,15.7,19.5
2021/7/23,13.7,75.5,8,134.1,83.5,15.7,18.8
2021/7/24,13.8,75.3,7.7,133.4,83.6,15.7,19.1
2021/7/25,13.8,75.5,7.8,133.2,83.3,16,19
2021/7/26,14.2,76.0,8.1,132.7,83.3,15.6,18.4
2021/7/27,14.7,75.9,7.7,131.9,82.8,15.1,18
2021/7/28,15.2,76.0,7.6,131.1,82.2,14.6,17.3
2021/7/29,15.7,76.1,7.7,130.9,81.2,14.5,17.1
2021/7/30,15.9,76.4,8,130.7,81.2,14.7,17.1
2021/7/31,16.5,76.3,8.1,130.8,80.4,14.1,17
2021/8/1,16.7,76.2,8.1,130,80,15.1,16.8
2021/8/2,17.4,75.7,7.5,130.2,79.9,14.1,16.4
2021/8/3,17.6,75.9,7.5,131.1,79.9,14.4,16.8
2021/8/4,17.4,76.7,7,132,80.2,14.9,17.2
2021/8/5,17.7,76.4,7.2,132.3,80,14.9,17
2021/8/6,18.2,76.3,6.9,132.6,79.3,15,17.5
2021/8/7,18,76.5,6.6,132.5,79.6,15.3,17.7
2021/8/8,17.7,76.6,7.1,133.3,79.8,16.5,18.1
2021/8/9,17.5,76.2,6.7,133.8,80.1,16.7,18.3
2021/8/10,15.7,76.6,7.1,139.4,81.1,16.2,19.5
2021/8/11,15.2,76.3,7.7,143.2,82.5,16,19.6
2021/8/12,15.2,76.2,7.9,145.4,83.2,15.5,19.7
2021/8/13,15.1,76.1,7.9,146.8,83.6,15.6,19.9
2021/8/14,14.9,76.6,8.1,148.1,84.2,15.4,20.1
2021/8/15,15.3,76.7,7.8,147.9,83.6,15.1,19.8
2021/8/16,15.5,76.2,7.4,148,83.2,15.4,20
2021/8/17,15.5,76.3,7.8,148,83.2,15.4,19.4
2021/8/18,15.5,76.3,7.7,147.2,83,15.2,19.4
2021/8/19,15.6,76.0,7.1,146.2,82.2,15,19.5
2021/8/20,15.3,75.8,6.8,146.5,82.1,16,19.4
2021/8/21,14.9,76.5,7.4,146.5,82.9,16.1,20
2021/8/22,15.2,76.3,7.3,145.6,82.5,16.4,20.4
2021/8/23,15.1,76.1,7.5,146.2,82.4,16.1,19.5
2021/8/24,14.5,76.4,7.5,146.7,83.1,16.6,20
2021/8/25,14.6,76.3,7.4,146.5,82.8,16.4,19.6
2021/8/26,14.6,76.3,7.6,149,83.7,16.8,20.6
2021/8/27,14.5,76.3,7.6,152.3,84.2,16.3,20.9
2021/8/28,15.6,75.2,5.4,152.1,83.6,15.2,20.1
2021/8/29,15.6,75.4,5.4,153.5,84.2,15.3,19.9
2021/8/30,15.8,75.4,5.3,152.8,84.1,15.2,19.8
2021/8/31,16.1,75.4,5.1,151.6,83.4,14.6,18.8
2021/9/1,16.1,75.7,5.4,151.6,83.4,15.1,19.1
2021/9/2,15.9,75.6,5.1,150.8,83.3,15.6,19.6
2021/9/3,16.2,74.9,4.5,150.2,83.5,15.9,19.7
2021/9/4,16,75.5,4.8,149.9,83.1,15.6,19.5
2021/9/5,16.6,75.2,4.5,149.5,83,15.6,19.9
2021/9/6,16.3,75.1,4.6,151.3,83.1,16,20.2
2021/9/7,15.5,75.7,4.5,154.6,84.3,16.8,20.8
2021/9/8,15.4,76.0,4.5,154,84.3,16.2,20.2
2021/9/9,15.6,76.0,4.6,153.8,84.2,16,19.2
2021/9/10,16.2,76.0,4.8,153.8,83.5,15.6,19.1
2021/9/11,16.6,75.6,4.2,153.3,82.7,15,18.8
2021/9/12,16.5,75.5,4.3,153.1,82.5,15.5,19.2
2021/9/13,16.6,75.8,4.3,153,82.4,15.5,19.2
2021/9/14,16.5,76.0,3.9,153,82.7,15.7,20.3
2021/9/15,16.6,75.3,3.7,152.7,82.5,16.2,20.7
2021/9/16,17.3,75.1,4.6,151.6,82.1,14.8,18.8
2021/9/17,17.6,74.3,4,151.1,81.7,15.1,19.2
2021/9/18,16.8,75.3,4.1,151.5,83.1,16.5,20.1
2021/9/19,16.2,75.9,4.5,,83.9,17,20.1
2021/9/20,15.6,76.4,4.9,149.2,84.5,16.6,20.1
2021/9/21,16.2,76.0,4.2,145.6,83.8,16.4,20
2021/9/22,16.4,76.0,3.8,143.7,83.5,16.2,19.6
2021/9/23,16.3,76.3,4,143.9,83.9,16.4,19.7
2021/9/24,16.7,75.6,4.2,143.6,83.1,16,19.7
2021/9/25,16.9,75.8,4.2,143.1,83,15.5,19.4
2021/9/26,17.6,75.4,3.9,142,82.3,15.7,19
2021/9/27,17.7,75.1,3.6,141.3,81.9,15.6,18.7
2021/9/28,17.4,75.6,3.6,141.6,82.6,16,19.6
2021/9/29,17.5,75.8,4.7,141.2,82.3,15.3,19.1
2021/9/30,18.1,75.3,3.9,140.1,81.9,14.9,18.9
2021/10/1,18,75.1,3.6,140,81.9,15.1,18.7
2021/10/2,17.7,75.6,3.9,140.1,82.1,15.5,18.5
2021/10/3,18,76.0,3.6,139.6,83,16,19.8
2021/10/4,18,76.2,4.2,139.7,83.7,15.6,20
2021/10/5,18.4,74.6,4,138.7,83.2,15.2,19.7
2021/10/6,18.8,75.0,4.4,137.1,82.3,14.8,19.3
2021/10/7,18.8,75.7,4.6,136.7,82.4,14.8,19.3
2021/10/8,18.4,76.2,4.4,136.6,83.3,15.6,19.2
2021/10/9,18.9,76.3,4.5,135.9,83,15.2,18.7
2021/10/10,19.1,75.8,4.2,135.9,83.2,15.3,18.4
2021/10/11,19.1,75.1,4.2,135.8,82.6,15.4,18.5
2021/10/12,18.9,75.4,4.4,135.8,82.8,15.8,18.9
2021/10/13,19.2,75.9,4.8,135.4,82.7,15.2,18.8
2021/10/14,18.9,76.4,5.1,135.8,83.3,16.1,18.7
2021/10/15,19,76.1,5,135.8,83.3,17.4,18.7
2021/10/16,18.5,76.5,4.7,136.8,83.6,17.3,19
2021/10/17,18.2,75.6,3.9,136.8,83.2,17.4,19.4
2021/10/18,17.7,76.4,4.6,137.3,83.7,17.4,18.7
2021/10/19,17.5,76.6,4.5,137.3,83.7,17.4,18.5
2021/10/20,17.3,76.0,4.3,137.4,83.5,17.9,19.3
2021/10/21,17.4,76.5,4.6,137.4,83.4,17.5,18.7
2021/10/22,17.5,76.3,4.7,137.4,83.6,17.4,18.7
2021/10/23,17.8,76.8,4.6,136.8,83.4,17.2,18.1
2021/10/24,18.3,76.8,4.1,136.9,83.3,16.9,17.8
2021/10/25,18.4,76.6,4.3,137.2,83.3,16.9,18.3
2021/10/26,18,76.5,4.4,137.5,83.4,17.7,18.4
2021/10/27,18.1,76.2,4.3,137.5,83.3,17.8,18.3
2021/10/28,18.3,76.3,4.9,137,82.9,17,17.7
2021/10/29,17.9,76.5,5.2,137.4,83.5,16.9,18.2
2021/10/30,18,76.5,4.7,136.9,82.9,16.4,17.9
2021/10/31,18,76.9,4.9,137.3,83.6,16.8,18.1
2021/11/1,18,76.9,5.3,137.7,83.8,16.8,18.4
2021/11/2,18.3,76.7,4.8,136.7,83.7,16.8,18.3
2021/11/3,18.2,76.8,4.9,136.5,83.5,16.6,17.7
2021/11/4,18,76.8,5.1,136.5,83.7,16.7,17.9
2021/11/5,18.1,76.8,5.3,136,83.6,16.3,17.5
2021/11/6,18.2,77.4,5.4,136.8,83.8,16,17.3
2021/11/7,18.1,77.1,5.3,136.8,83.9,16.3,17.2
2021/11/8,17.8,77.2,5.5,138.1,84,16.2,17.5
2021/11/9,17.6,84.3,5.3,137.7,84.1,16.1,17.5
2021/11/10,17.3,84.6,5.5,138.3,84.1,16.5,17.9
2021/11/11,17.2,84.7,5.5,138.7,84.9,16.8,18.2
2021/11/12,17,84.6,5.4,139.3,85,17.3,18.8
2021/11/13,17.2,84.9,5.4,138.5,85.4,16.5,17.8
2021/11/14,17.4,85.0,5.5,138.2,84.8,16.4,17.4
2021/11/15,17.2,85.2,6,138.3,84.6,16.3,17.4
2021/11/16,16.9,84.9,5.9,138.8,84.5,16.6,18
2021/11/17,17.1,85.6,6.6,138.7,85.3,16.2,17.6
2021/11/18,18.4,90.9,14,139.8,87.2,11.3,14.1
2021/11/19,19,92.0,15.1,139.7,87.5,10.2,13
2021/11/20,18.9,92.1,15.4,140.4,87.9,10.4,13.5
2021/11/21,18.7,92.4,15.7,141.3,88.4,10.7,14
2021/11/22,18.9,92.1,15.7,141.5,88.2,10.5,13.6
2021/11/23,19,92.8,16.1,142.6,88.6,10.4,13.7
2021/11/24,19.3,92.8,16.4,142.9,88.6,10.2,13.7
2021/11/25,19.5,92.7,16.3,143.4,88.9,10.3,13.9
2021/11/26,19.3,92.7,16.1,143.7,88.9,10.2,13.9
2021/11/27,19.5,92.7,16.1,143.6,88.6,10.1,13.6
2021/11/28,19.7,92.9,16.3,144.1,89.1,10.3,14.2
2021/11/29,19.7,92.9,16.3,144.1,89.1,10.3,14.2
2021/11/30,19.2,92.9,16.8,144.5,89.3,10.6,14.3
2021/12/1,19.6,92.7,16.9,144.3,89,10.2,13.8
2021/12/2,19.8,93.2,17.1,144.7,89.5,10,13.4
2021/12/3,19.5,93.1,16.9,144.7,89.8,10.2,13.8
2021/12/4,19.8,93.2,17.4,144.4,90,10.2,13.8
2021/12/5,19.8,93.3,17.4,144.4,90.2,10,13.7
2021/12/6,20.1,93.3,17.4,144.3,90.4,9.8,13.5
2021/12/7,19.9,93.4,17.5,144.8,90.5,9.9,13.6
2021/12/8,20,93.4,17.4,145.1,90.9,10.1,14.1
2021/12/9,19.7,93.7,17.8,146,91.5,10.3,14.6
2021/12/10,19.9,93.4,18,145.1,91.1,10,14.1
2021/12/11,19.3,93.0,17.7,145.8,91.1,10.4,14.6
2021/12/12,19.4,93.2,17.6,145.9,91.6,10.6,14.3
2021/12/13,19.5,93.6,17.8,145.9,91.6,10.7,14.1
2021/12/14,19.5,93.9,17.9,146.1,92.1,10.7,14.6
2021/12/15,19.3,93.8,17.9,145.9,92.2,10.8,14.4
2021/12/16,19.4,93.7,18.1,146.2,92.5,10.8,14.4
2021/12/17,19.8,93.5,18.1,146,92.3,10.6,14.1
2021/12/18,19.8,93.8,18.1,145.9,92.5,10.7,14.4
2021/12/19,19.2,93.9,18,146.2,92.6,10.9,14.7
2021/12/20,19.1,94.1,18.1,146.4,93,11.1,14.6
2021/12/21,19.1,94.0,18.1,145.6,92.9,10.6,14.3
2021/12/22,19.4,93.8,18.1,145.3,92.8,10.4,13.8
2021/12/23,19.4,93.8,18.2,145.5,93,10.3,14
2021/12/24,19,94.0,18.1,146,93,10.9,14.7
2021/12/25,19.1,93.8,18.1,145.8,93.2,11.1,14.9
2021/12/26,18.8,94.5,18.1,145.9,93.8,11.3,14.9
2021/12/27,18.9,94.7,18.2,145.8,93.4,11,14.5
2021/12/28,18.8,94.7,18.1,146,93.6,11,14.4
2021/12/29,18.9,94.8,18.1,145.8,93.6,10.9,14.2
2021/12/30,18.8,94.8,18.2,145.7,93.9,10.9,14.2
2021/12/31,19.3,94.6,18.1,145.2,93.4,10.8,13.7
2022/1/1,19.1,94.7,18,145.4,93.5,11,14.2
2022/1/2,18.9,94.9,18.1,145.8,93.9,11.1,14.4
2022/1/3,18.9,94.7,18,145.6,93.6,10.8,14
2022/1/4,18.8,95.0,18.2,145.9,94,10.9,14.5
2022/1/5,18.9,94.8,18.1,145.8,94,10.8,14.5
2022/1/6,18.9,94.7,18.1,145.6,93.8,10.7,14.2
2022/1/7,18.8,94.8,18.2,145.2,93.8,10.7,14.1
2022/1/8,18.8,94.9,18.1,145.7,94,11,14.2
2022/1/9,18.9,94.9,18.2,145.3,93.8,11,14
2022/1/10,18.8,94.8,18,,93.9,11,14.3
2022/1/11,18.9,94.8,18,145.1,93.7,10.8,13.7
2022/1/12,19,95.0,17.9,145.2,93.6,10.7,13.4
2022/1/13,19.1,95.0,18,145.1,93.7,10.6,13.5
2022/1/14,19,95.1,18.2,145.5,94,11,14.2
2022/1/15,19,95.1,18.1,145.4,94,11.3,14.1
2022/1/16,19.1,95.3,18.2,145.4,94,11.3,13.8
2022/1/17,18.9,95.3,18.3,144.9,93.9,10.9,13.8
2022/1/18,19.2,95.6,18.3,144.9,94,10.5,13.4
2022/1/19,19.1,95.3,18.1,144.6,93.5,10.5,13
2022/1/20,19,95.4,18.1,144.9,93.9,10.8,13.7
2022/1/21,18.8,95.2,18,145.2,94,11.4,14.1
2022/1/22,18.5,96.0,17.8,145.4,94.2,12,14.2
2022/1/23,18.7,96.1,17.9,145.2,94.1,11.8,14.2
2022/1/24,18.7,96.2,17.9,145.3,93.9,11.6,14
2022/1/25,18.7,96.5,18,145.3,94.2,11.8,14.1
2022/1/26,18.6,96.3,17.8,145.1,94,12,14
2022/1/27,18.7,96.4,17.9,145.3,94,11.9,14
2022/1/28,18.8,96.6,18,145.6,94.1,11.9,14.2
2022/1/29,19.1,96.3,18,145.6,94,11.8,13.9
2022/1/30,19.2,96.4,17.9,146.1,94,11.9,14.1
2022/1/31,19.3,96.5,17.9,146.2,94,11.8,14.1
2022/2/1,19.5,96.4,18,146,94.1,11.6,14
2022/2/2,19.4,96.4,18.1,145.9,94.2,11.4,14
2022/2/3,19.4,96.5,17.9,145.5,94.2,11.5,13.9
2022/2/4,19.3,96.9,17.9,145.5,94.1,11.4,13.5
2022/2/5,19.2,96.9,17.9,145.5,94.3,11.4,13.8
2022/2/6,19.2,97.0,18.2,145.7,94.4,11.5,14.5
2022/2/7,19.1,96.6,17.8,145.7,94.3,11.9,14.3
2022/2/8,19.1,96.9,17.9,145.5,94.3,11.8,13.9
2022/2/9,19.1,97.2,17.8,145.6,94.5,11.9,14.2
2022/2/10,18.7,97.4,17.8,145.8,94.6,12,14.3
2022/2/11,18.7,97.4,18,145.9,94.6,12,14.4
2022/2/12,18.9,97.2,17.9,145.5,94.2,11.7,14
2022/2/13,19.2,97.3,17.9,145.4,94.1,11.6,14.2
2022/2/14,19.4,97.5,18,145.3,94.2,11.4,13.9
2022/2/15,19.3,97.5,18.2,145.2,94.4,11.2,13.9
2022/2/16,19.5,97.4,18.6,144.9,94.2,11.3,14.2
2022/2/17,19.3,97.1,18.5,145,94.4,11.3,14.5
2022/2/18,19.3,97.4,18.7,145.2,94.5,11.2,14.4
2022/2/19,19.3,97.3,18.7,144.9,94.6,11,14.3
2022/2/20,19.3,97.3,18.5,144.6,94.6,10.8,14
2022/2/21,19.4,97.4,18.8,144.5,94.4,10.5,13.7
2022/2/22,19.3,97.3,18.7,144.6,94.3,10.7,13.8
2022/2/23,19.3,97.2,18.8,144.7,94.5,10.7,14
2022/2/24,19.4,97.0,18.8,144.4,94.4,10.6,13.7
2022/2/25,19.5,96.8,18.8,144.2,94.2,10.5,13.4
2022/2/26,19.6,96.7,18.8,144,94.2,10.5,13.4
2022/2/27,19.3,97.3,18.7,144.6,94.3,10.7,13.8
2022/2/28,19.3,96.8,18.9,144.5,94.5,10.9,14.3
2022/3/1,19.4,96.7,19.2,144.3,94.3,10.9,14.4
2022/3/2,19.5,96.6,19,143.8,94.2,10.5,14
2022/3/3,19.6,96.5,19.1,144.2,94.5,10.5,14.1
2022/3/4,19.5,96.6,19.2,144.5,94.8,10.9,14.6
2022/3/5,19.7,96.2,19.4,144.6,94.5,10.4,14
2022/3/6,19.4,96.4,19.1,145.3,95,11.1,14.6
2022/3/7,19.3,96.7,18.5,144.8,94.7,11.1,13.9
2022/3/8,19.1,96.9,18.3,144.5,94.8,11.2,13.5
2022/3/9,19.1,96.9,18.4,144.8,95.1,11.1,13.5
2022/3/10,19.2,96.7,18.5,145.1,95.3,11.2,13.7
2022/3/11,19.3,96.5,18.4,144.4,95.1,10.8,13.4
2022/3/12,19.5,96.2,18.4,144.1,95,10.8,13.3
2022/3/13,19.8,95.9,18.4,143.9,95.1,10.8,13.1
2022/3/14,19.9,95.8,18.6,143.8,94.7,10.5,12.9
2022/3/15,20.1,95.6,18.8,143.2,94.6,9.9,12.5
2022/3/16,19.8,95.5,18.6,143.7,95,10.3,13.2
2022/3/17,19.4,95.2,18.4,143.9,95,10.7,13.5
2022/3/18,19.5,95.0,18.4,144.8,95.5,10.9,13.4
2022/3/19,19.2,95.1,18.2,145.7,96,11.3,14
2022/3/20,19.2,94.6,17.9,145.7,95.7,11.4,14.4
2022/3/21,18.9,96.1,17.3,146.5,95.3,12.2,14.5
2022/3/22,19.3,97.2,17.7,149.3,95.9,12,15.3
2022/3/23,19.5,97.2,17.4,149.5,95.9,11.9,15.4
2022/3/24,19.3,97.5,17.5,149.4,96,11.8,15.1
2022/3/25,19.1,97.4,17.6,149.6,96.3,11.7,15.7
2022/3/26,19.1,96.9,17.3,149.5,96.1,11.8,15.7
2022/3/27,19.1,96.7,17.2,149.2,95.6,11.6,15.1
2022/3/28,19.5,96.8,16.9,148.8,95.6,11.4,14.6
2022/3/29,19.1,96.8,16.7,149.1,96,11.8,15.2
2022/3/30,18.8,97.1,16.8,149.8,97,12.2,16.5
2022/3/31,18.5,96.6,16.4,149.6,96.9,12.3,17.1
2022/4/1,18.6,96.5,16.4,149.9,96.5,11.9,15.9
2022/4/2,18.6,96.8,16.5,150.4,96.9,11.8,15.6
2022/4/3,19,96.1,15.8,149.6,96.2,11.7,14.9
2022/4/4,18.7,96.0,15.5,149.3,96.2,11.5,15.3
2022/4/5,18.4,96.0,15.7,149.6,96.3,11.7,15.7
2022/4/6,18.5,96.2,15.5,149.9,96.8,12,15.7
2022/4/7,18.5,96.3,15.3,149.6,96.7,12,15.6
2022/4/8,18.4,95.8,14.8,148.5,96.1,11.4,15.3
2022/4/9,18.6,95.1,13.9,148.6,96.3,11.2,15.7
2022/4/10,18.8,94.3,13.6,148.2,96,10.7,15.6
2022/4/11,19,94.3,14,147.8,95.9,10.3,15.6
2022/4/12,18.9,94.1,14.7,148.3,96.4,10.5,16.2
2022/4/13,17.8,95.5,15.3,151,97.1,12.3,16.9
2022/4/14,18.2,95.7,14.6,151.4,97.2,12.1,16.4
2022/4/15,18.1,94.8,14.6,151.5,97.1,11.8,16.6
2022/4/16,18.2,94.4,14.4,151.4,96.6,11.9,16.2
2022/4/17,17.9,95.2,14.1,152.6,98.1,12.4,17
2022/4/18,17.7,95.6,13.9,152.9,98.5,12.8,17.4
2022/4/19,17.3,95.7,13.6,153.2,99,13.2,17.5
2022/4/20,17.8,96.0,14.3,153,99.5,12.8,17.1
2022/4/21,17.4,96.2,14.3,153.2,99.7,12.6,17.3
2022/4/22,17.7,96.5,14.1,152.5,99.5,11.8,16.4
2022/4/23,18.6,96.6,14.2,152.5,100,11.5,16.8
2022/4/24,18.7,96.3,14,151.5,99.2,10.7,16
2022/4/25,17.3,96.6,15.2,152.3,99.9,11.6,16.8
2022/4/26,17.5,96.5,14.7,153,99.5,12,16.2
2022/4/27,18.3,96.1,14.3,152.5,98.9,11.6,15.8
2022/4/28,18.5,95.8,14.3,152.8,99.2,12.1,17
2022/4/29,18.2,95.7,14.1,153.4,99.1,12.1,16.8
2022/4/30,18.1,95.9,14,153.8,100,12.1,16.7
2022/5/1,18.2,96.7,14.3,154,100.1,12.2,16.6
2022/5/2,18.2,96.9,14.3,154.4,100.8,13.1,17.4
2022/5/3,17.8,97.3,14.4,154.3,101.3,13.3,17.6
2022/5/4,17.6,97.1,13.7,151.2,101,12.8,17.6
2022/5/5,18.4,97.3,13.8,150.4,100.4,12.7,16.9
2022/5/6,18.9,97.6,14,150.5,100.9,11.7,16.6
2022/5/7,19.2,97.9,14.6,150.6,100.8,11.4,17
2022/5/8,19.6,97.5,14.3,154,100.8,10.9,16.4
2022/5/9,19.4,97.1,14.3,151.9,100.6,11.4,16.4
2022/5/10,18.4,96.5,13.5,151.8,100.8,12.1,16.6
2022/5/11,18.6,96.7,13.3,151.8,101,12.2,16.8
2022/5/12,18.3,97.0,13.3,152,101.5,12.2,17.5
2022/5/13,18.4,96.9,13.3,151.4,101,12.1,16.4
2022/5/14,18.3,96.6,13.7,151.5,101,12.1,16.6
2022/5/15,18.3,97.2,13.7,151.2,101.2,11.8,16.6
2022/5/16,18.2,97.1,13.6,150.4,101.1,11.6,16.1
2022/5/17,18.4,97.2,13.7,150.5,101.1,11.7,15.5
2022/5/18,18.4,97.1,13.8,150.6,101.3,12.2,16.2
2022/5/19,17.9,96.5,13.2,151.1,101.6,12.8,17.2
2022/5/20,18.2,96.9,13.1,150.9,101.4,12.3,16.6
2022/5/21,18.1,96.8,13.4,150.4,101.3,11.7,15.7
2022/5/22,18.2,96.8,14,150.3,101,11.5,15.7
2022/5/23,18.6,96.6,13.9,149.5,100.5,11.1,15.1
2022/5/24,18.9,96.9,14,149.3,100.5,10.7,15.2
2022/5/25,18.7,96.4,13.7,149.4,101,11.4,15.9
2022/5/26,18.3,96.2,13.8,149.9,101.2,12.2,16.3
2022/5/27,18,96.5,14.2,150.2,101.6,12.3,16.1
2022/5/28,17.9,96.7,13.8,150,101.8,11.6,16.2
2022/5/29,17.6,96.9,14.4,150.2,102.3,12.1,16.3
2022/5/30,18.2,97.3,14.5,149.6,101.5,11.8,15.6
2022/5/31,18.4,97.2,14.4,149.6,102.1,11.7,15.8
2022/6/1,18.4,97.2,14.3,149.7,102.3,11.8,16.4
2022/6/2,18.5,97.6,14.7,150.1,102.5,12,16.5
2022/6/3,18.7,97.5,14.8,149.3,102,11.4,16
2022/6/4,19.4,97.5,15.3,148.7,101.7,11,15.7
2022/6/5,19.3,96.7,14.9,147.4,100.9,10.9,15.5
2022/6/6,19.1,96.5,14.3,147,100.4,11.7,15.7
2022/6/7,19.7,97.0,14.8,146.3,100.3,10.3,14.5
2022/6/8,19.9,96.8,14.7,146,100.3,10.4,15.1
2022/6/9,19.3,96.7,14.6,146.4,101.2,10.9,16.6
2022/6/10,19.7,96.2,14.7,145.4,100.2,10.3,15.6
2022/6/11,19.7,96.4,14.8,145.4,100.8,10,15.7
2022/6/12,19.5,95.5,14,145.2,100.9,9.9,16
2022/6/13,20.2,95.4,13.9,144.7,100.3,9.9,15.1
2022/6/14,19.5,96.1,13.6,144.9,101,9.6,15.3
2022/6/15,19.2,95.8,13.3,145.2,101.3,9.8,15.9
2022/6/16,20.2,94.9,12.3,143.4,100.3,9.5,14.9
2022/6/17,20.2,94.1,12,143.4,100.7,9.1,15.2
2022/6/18,20.3,93.2,11.6,142.6,100,8.7,14.9
2022/6/19,20.6,93.4,11.8,142.3,99.8,8.8,14.4
