Datetime,yandaoWD,chedaoWD,W
2020/4/21,-8.677644,-9.32782,-0.82
2020/4/22,-8.788026,-9.215486,-0.88
2020/4/23,-8.419922,-8.02005,-0.89
2020/4/24,-8.379976,-8.086914,-0.86
2020/4/25,-8.136566,-7.626924,-0.88
2020/4/26,-7.844484,-6.69748,-1.02
2020/4/27,-7.46402,-6.287324,-1.21
2020/4/28,-7.149414,-5.583832,-1.45
2020/4/29,-7.100434,-5.804658,-1.65
2020/4/30,-6.30768,-4.30951,-1.84
2020/5/1,-6.108734,-4.501892,-2.01
2020/5/2,-5.960328,-4.113404,-2.2
2020/5/3,-5.541474,-3.290588,-2.42
2020/5/4,-5.152162,-2.665956,-2.69
2020/5/5,-4.643892,-1.78772,-2.91
2020/5/6,-5.399812,-3.512696,-3.05
2020/5/7,-5.309602,-3.535492,-3.07
2020/5/8,-5.224916,-3.385406,-3.0
2020/5/9,-5.55713,-4.424774,-2.8
2020/5/10,-5.772248,-4.747682,-2.5
2020/5/11,-5.664918,-4.22162,-2.28
2020/5/12,-5.523622,-4.387452,-2.18
2020/5/13,-5.174286,-3.477112,-2.12
2020/5/14,-4.877656,-2.706116,-2.07
2020/5/15,-5.495026,-4.608766,-1.82
2020/5/16,-5.264466,-4.236572,-1.79
2020/5/17,-4.979432,-3.323274,-1.56
2020/5/18,-4.599732,-2.646118,-1.4
2020/5/19,-4.78653,-3.029388,-1.35
2020/5/20,-4.4115,-2.407594,-1.42
2020/5/21,-4.241822,-1.908112,-1.61
2020/5/22,-4.53479,-2.758912,-1.7
2020/5/23,-3.884888,-1.738708,-1.67
2020/5/24,-3.475282,-0.890564,-1.64
2020/5/25,-3.581482,-1.189088,-1.68
2020/5/26,-4.462404,-3.49884,-1.75
2020/5/27,-3.98047,-2.140504,-1.83
2020/5/28,-3.505586,-1.203308,-1.86
2020/5/29,-3.211732,-1.04834,-1.83
2020/5/30,-4.000886,-2.81778,-1.69
2020/5/31,-3.79776,-2.120912,-1.45
2020/6/1,-3.578706,-1.77124,-1.14
2020/6/2,-2.89383,-0.277344,-0.78
